F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-144.39,2050.41,0,-30.66,10454.61,Europe,5208.4,-559.66,Very high,464.25,-244.56,-747.51,-39.04,-145.42,-1938.5,-69.48,1960.56,4.37,-3650.5,-16.08,2297.31,1494.24,4.13,-24.39,-6296.95,-17.52,33.69,132.21,21586.66,211.74,4,-124.2,27.73,-942.8,2,139.46,-108.53
-210.6,3632.16,15.64,-21.08,-4723.11,USA,4619.36,367.34,Medium,470.94,-286.62,-806.16,-37.18,-76.68,-2032.52,-51.3,2249.79,6.86,-10110.3,-66.8,2492.76,2507.54,1.92,-4.05,-13222.13,-6.24,38.94,228.27,22480.08,59.7,3,-344.16,23.76,-829.38,6,165.98,1840.37
-337.65,793.5,0.34,-17.52,2851.68,Rest,4270.14,-145.33,High,629.64,-286.68,394.84,-28.92,-66.84,-772.58,-20.61,4167.74,-2.13,-2358,-112.32,1258.37,1983.14,6.91,3.48,-4044.97,-5.22,30.3,235.41,23991.92,165.87,3,-508.5,20.33,-643.86,2,187.73,545.67
-465.96,1173,0,-21.22,7776.78,USA,5848.04,249.76,Very low,180.03,-211.53,-1041.55,-36.98,-56.96,-1649.96,-7.36,330.99,1.79,5418,-141.02,1739.16,3468.44,1.93,-8.13,-4715.69,-5.26,41.07,289.32,14443.78,266.82,0,-330.12,17.33,-620.96,2,174.08,-1171.58
-257.1,809.88,2.76,-14.08,12324.39,Europe,3277.34,246.86,Very low,479.52,-279.54,-594.1,-35.46,-50.44,-1681.02,-59.32,1887.09,3.65,-5647.48,-33.08,2742.09,2443.66,4.78,-8.34,-9218.89,-8.76,42.48,339.33,12092.16,325.35,3,-203.16,13.91,-1218.42,3,91.16,340.18
-249.3,921.87,878.3,-16.94,7010.49,UK,3784.7,2.32,Very high,473.91,-326.97,-340.32,-47.54,-96.18,-2206.68,-15.46,604.91,6.15,6732.92,-148.36,2282.1,2309.64,2.01,-4.41,-11262.44,-10.26,84.12,313.38,12078.92,186.6,6,-313.71,18.29,-1061.6,3,182.23,2846.54
-220.11,2386.5,4.64,-14.6,9077.88,UK,4842.74,366.23,High,469.47,-487.8,-648.58,-54.64,15.96,252.16,-12.26,3748.55,1.98,-3519.12,-228.76,2417.79,2926.18,2.4,-17.1,-5018.07,-1.58,42.72,277.44,15233.12,174.24,7,-223.35,19.53,-2001.46,4,162.74,1996.36
-152.22,1204.68,7.98,-30.28,11089.53,Europe,3781.3,172.82,Very low,526.98,-300.87,-261.55,-38.12,-56.78,-2068.14,10.53,4095.71,3.72,3918.7,-110.36,2038.58,2355.9,5.39,2.97,-5718.2,-7.18,41.58,385.32,19459.36,163.26,2,-364.35,22.86,-1235.48,3,193.67,-134.4
-156.3,1322.85,14,-19.1,11618.58,USA,4028.26,269.47,Very low,512.13,-282.12,-210.93,-30.02,-120.38,-1341.6,-55.78,4014.88,0.29,-15200.52,-72.44,1983.38,2220.16,8.07,8.64,-13713.68,-8.16,54.75,214.86,24815.76,563.7,5,-468.42,24.98,-1183.22,3,190.14,824.73
-307.11,1934.01,255.58,-14.14,4605.84,USA,4954.14,563.59,Very low,354.84,-263.34,-808.69,-43.34,-20.48,-2937.6,-47.67,-4089.79,5.68,-1449.52,-173.96,2225.28,2336.82,5.06,-7.53,-8497.32,-8.96,62.76,332.94,12611.64,262.77,3,-216.63,11.62,-2204.36,1,162.17,2333.91
-304.23,1622.76,12.96,-15.34,14089.68,Rest,3778.26,-31.99,Very low,434.31,-293.13,-362.49,-30.36,-99.94,-1276.28,-59.48,-2471.11,4.39,-8248.22,-65.08,2051.17,2409.78,5.04,-14.73,-13105.26,0.18,47.43,312.96,19802.28,269.07,3,-402.81,19.73,-866.34,1,165.53,3540.43
-218.4,-125.16,1.02,-20.34,8949.87,UK,4099.18,35.95,Very low,186.27,-289.17,-402.97,-48.12,-17.62,-257.22,-43.76,-2636.13,3.99,-7475.88,-149.38,2074.69,2249.32,0.93,4.74,-11645.8,-4,73.83,182.31,29411.88,273.06,4,-362.79,21.4,-1398.36,7,111.95,-1458.6
-283.53,2169.51,43,-20.78,10116.75,UK,3752.46,145.77,Very high,500.28,-215.58,-788.16,-34.34,27.64,-1589.96,-63.5,2477.81,4.69,-2751.62,-85.34,2603.48,2301.48,1.16,11.4,-8399.1,-9.1,50.73,176.52,28156.68,177.15,6,-217.53,19.87,-1787.6,3,185.07,2579.7
49.41,982.11,2.12,-21.68,18787.47,USA,3405,114.54,Low,352.41,-373.71,-540.15,-26.72,23.7,-953.26,-19.51,1139.35,6.68,3145.42,-169.3,2599.8,2163.84,3.24,15.21,-8911.45,-13.62,57.96,267.81,20934.34,239.13,4,-333.18,21.26,-1024.84,4,186.95,-62.49
-224.49,1229.04,2.5,-16.34,-5465.73,Europe,4836.92,370.53,High,517.86,-395.7,-1030.21,-46.38,3.1,-1677.34,-8.85,3916.3,9.41,-731.76,-71.92,2018.42,1981.18,2.56,-36.27,-6598.77,3.22,45.42,26.64,19107.02,273.87,6,-234.66,18.52,-1847.86,1,233.31,741.41
-86.91,547.98,8.94,-25.24,18594.93,UK,3264.54,-79.46,Very high,385.5,-433.65,-503.61,-41.4,-86.58,-2236.52,35.72,-793.69,2.38,-2234.42,-139.16,2351.29,2176.28,2.95,2.73,-5957.07,-11.4,58.53,484.68,17761.06,423.63,1,-311.31,14.35,-2441.64,6,265.05,-588.29
-335.46,1400.94,0.32,-14.84,-12207,Europe,3859.68,-11.41,Very high,492.54,-248.34,-919.2,-28.62,-84.96,-2451.16,27.12,2974.23,4.39,-4557.92,-48.72,2415.71,2459.14,0.58,10.47,-9727.47,-3.32,55.44,428.94,21881.24,219.06,3,-109.68,17.19,-2490.28,4,249.44,768.22
-150.12,2119.68,58.74,-13.9,9628.65,Rest,3423.92,-157.22,Medium,462.15,-346.62,-439.95,-43.22,-182.08,-1093.46,-62.44,-503.64,4.44,-4167.26,-88,2381.32,3212.44,2.77,-8.46,-7043.7,-9.02,50.79,298.23,20014.64,292.53,6,-350.1,18.96,-1645.4,5,175.2,2716.25
-63.39,601.62,0.82,-16.82,19067.88,UK,3962.28,17.82,High,236.67,-535.95,-372.41,-35.72,-25.54,-1436.38,-76.95,274.26,8.98,-1742.88,-35.38,2612.75,2142.08,1.25,-33.51,-11919.17,-3.06,31.77,323.7,23130.16,274.83,5,-237.63,21.87,-2080.32,2,289,1742.45
-269.07,2039.25,0.36,-19.46,18756.96,Rest,4072.54,659.54,Low,459.39,-468.54,-569.81,-33.88,-122.24,-2325.18,1.95,1873.92,7.19,-12135.6,-28.98,2369.81,2358.34,1.76,-1.08,-9819.98,-32.4,72.12,322.26,16733.02,240.15,6,-298.14,22.27,-1519.22,4,216.29,290.36
-221.31,3143.04,0.12,-24.98,2513.04,Rest,3287.96,-80.75,Very low,496.02,-127.74,-667.08,-36.28,-28.5,-853.44,-62.3,704.6,0.95,-14641.56,-36.82,2350.33,3063.78,7.82,-25.38,-9097.48,-18.7,64.11,311.85,20868.52,451.23,3,-276.39,31.35,-541.72,4,184.75,-33.27
37.59,211.86,3.3,-23.16,-11994.3,Rest,3116.68,380.08,High,384.45,-294.03,-438.36,-44.7,-42.88,-1828.26,7.02,7879.08,1.31,-21211.7,-193.28,2413.46,2309.34,0.75,10.29,-3062.52,-2.62,53.4,306.72,18312.3,136.35,5,-380.55,20.38,-2119.52,3,150.75,-71.51
-94.74,3403.2,0.02,-29.46,6514.8,Europe,2989.68,-460.92,Medium,566.94,-256.68,-631.25,-32.86,-83.24,-949.1,-18.1,7295.18,3.18,-21073.66,-37.76,2529.03,2621.36,2.92,-3.39,-5365.64,-40.1,45.45,61.65,29382.06,127.29,3,-321.87,13.21,-1760.78,3,188.19,-50.21
-274.29,2079.45,1.06,-15.1,2726.22,Rest,3584.38,268.48,Very high,457.35,111.06,-484.19,-37.12,-19.9,-1625.74,0.32,827.56,2.01,-8762.48,-135.1,2530.76,1906.98,6.02,-11.25,-12734.64,1.82,66.84,342.78,18588.6,288.93,7,-394.47,17.57,-633.26,3,142.58,3571.97
-177.9,2189.43,2.18,-17.78,2851.59,Europe,4307.48,131.08,Very high,547.98,-296.1,-400.45,-32.56,-106.54,-344.22,-105.34,1237.41,-1.25,-12196.38,-124.22,2105.86,2397.34,2.3,-15.42,-7492.94,-6.82,52.11,139.26,19042.18,216.57,5,-371.37,24.48,-2240.12,4,173.04,759.11
-65.61,3599.7,0.74,-25.94,16053.6,UK,3382.42,-286.8,Medium,376.92,-159.3,-485.13,-30.74,-82.64,-2206.6,16.45,1570.44,3.31,-12971.6,-5.6,1975.85,2245.44,8.09,-28.41,-5422.34,-9.42,39.03,423.84,21605.68,254.22,2,-206.13,21.58,-2125.22,4,154.82,480.08
-207.39,585,0.06,-16.32,12097.8,UK,3071,-338.31,Medium,461.88,-174.39,-1032.34,-31.54,-42.06,-924.88,2.89,7123.39,0.41,-6590.98,-136.94,2130.74,2159.72,6.52,-9.51,-10685.24,-8.94,59.52,145.44,20673.42,352.32,3,-265.44,14.05,-1898.36,2,197.13,339.31
-469.41,1905.12,119.58,-21.5,1995.75,USA,4091.78,243.28,Very high,585.27,-218.82,-636.9,-38.38,-107.94,-2518.06,-51.25,5742.3,-0.59,5148.9,-91.28,2831.68,3619.5,3.72,8.19,-7327.35,-0.68,67.98,294.57,29805.8,154.11,3,-286.41,26.59,-1744.02,0,154.76,2608.82
-307.53,1725.3,76.68,-18.88,6084.66,UK,3901.98,12.02,High,380.04,-441.33,-156.83,-26.58,-33.36,-1751.62,-32.62,4552.01,3.99,-6748.44,-92.3,819.42,2565,4.14,-17.4,-7753.24,-11.58,54.66,195.42,20458.06,164.82,2,-225.93,14.82,-1736.66,2,178.23,2787.46
-214.44,1579.41,139.66,-29.16,18023.46,Europe,3197.48,-297.14,High,543.81,-264.09,-912.81,-38.54,-46,-1571.92,-38.29,3247.86,5.32,-3237.96,21.04,2148.87,2503.42,9.71,-11.01,-6367.19,-14.94,50.61,375.99,16697.26,417.36,5,-279.72,20.24,-1638.92,6,159.86,-26.89
-267.6,976.71,11.92,-23.38,9262.5,Rest,3467.14,50.82,Low,595.44,-334.98,-603.79,-35.28,-36.82,-1660.32,-43.56,5879.12,3.4,-6361.64,-123.62,1960.81,2838.98,1.97,-2.49,-4898.73,-7.02,54.78,369.66,13908.88,305.67,3,-363.45,22,-2188.82,4,170.69,-51.13
-216.48,1101.39,3.8,-16.92,6486.09,Rest,3147.52,424.61,Medium,535.29,-164.28,-432.56,-37.16,-68.08,-1335.94,-20.71,-536.95,5.29,-3747.42,-110.04,2670.57,2446.24,5.57,-22.2,-5423.05,-4.72,44.13,302.76,14324.64,195.27,6,-228.51,18.45,-576.84,2,229.15,1068.01
-193.47,2123.46,4.48,-15.1,19880.4,Rest,3244.34,-445.95,Low,475.17,-300.99,-764.01,-27.58,-56.8,-649.22,-43.55,4120.79,5.29,-8205.64,-44.64,2488.43,3125.46,8.26,-5.43,-9213.16,-9.44,51.72,326.85,24865.56,280.56,4,-436.35,22.01,-1780.2,4,213.95,1843.03
-100.95,2371.59,21.42,-23.22,16342.86,UK,4617.6,257.78,Very high,454.68,-274.62,-147.77,-30.4,-91.92,-2035.12,-40.13,2480.28,6.26,-10237.4,-118.88,2890.62,3062.52,2.08,-7.38,-4505.16,-7.94,48.21,299.76,15155.46,267.57,4,-375.87,13.77,-245.36,2,99.3,2460.28
-227.7,224.58,761.56,-13.9,17322.09,Rest,5452.44,23.07,Very high,351.3,-372.99,-749.14,-37.16,-35.08,-1167.52,40.47,1496.51,5.18,-1076.94,-105.72,2570.53,2743.06,4.13,-4.14,-10246.28,-9.3,74.34,281.43,30140.04,272.43,5,-478.65,22.07,-1201.52,3,204.3,3727.88
-239.25,2686.77,0.2,-29.28,4174.02,Europe,3277.9,-375.44,Very low,489.96,-137.97,-321.07,-29.98,-48.74,-1308.26,-40.58,3069.02,1.78,-8820.52,-141.82,2313.65,2435.84,5.84,-1.23,-9862.05,-26.16,55.29,202.26,14377.66,307.68,1,-360.75,22.63,-1096.62,6,171.59,-161.14
-218.46,1927.11,1.08,-15.72,6125.07,USA,2366.4,353.88,Very high,470.55,-169.86,-403.89,-26.44,-72.8,-1499.08,28.25,2378.31,6.02,-10738.82,-144.52,2103.34,2598.1,3.25,-6.96,-9192.38,-21.76,25.26,336.15,12702.66,45.93,4,-345.39,22.86,-1507.68,4,136.25,1655.67
-335.04,1403.25,8.06,-25.88,20026.38,Rest,4227.04,515.8,High,426.57,-227.94,-625.2,-31.22,-80.34,-1773.76,-37.96,-2732.26,7.61,-11228.12,11.48,2411.97,3145.72,4.38,-6.18,-10140.73,7.26,55.5,328.41,22395.3,174.99,4,-192.45,20.83,-1045.7,4,180.82,758.09
-372.9,1163.85,215.66,-20.98,-9409.71,Rest,4462.82,-26.3,Medium,486,148.29,-288.7,-21.92,-66.36,-1712.88,-41.38,5708.91,1.13,-9216.9,-66.72,1428.57,2331.6,1.98,-47.58,-9530.19,-16.92,48.54,221.28,24845.4,224.73,3,-319.92,16.55,-816.02,2,163.47,3284.27
-239.46,487.35,5.32,-17.54,-8210.97,Europe,3119.74,135.27,Very low,362.97,-211.59,-750.54,-34.86,49.06,-2304.12,0.87,5335,3.87,-5223.8,-98.86,2440.75,3024.76,1.26,0.42,-5260.5,-12.66,48.63,267.48,13824.3,248.94,4,-268.89,22.35,-2462.66,5,148.92,-90.37
-348.21,762.18,19.48,-22.26,10949.37,UK,4953,235.33,Very high,493.2,-210.39,-160.77,-37.38,-181.06,-1937.6,-33.81,2039.45,7.15,-10476.34,-33.46,2456.68,2796.66,4.46,5.25,-8987.59,-6.24,44.97,308.73,38135.88,222.81,6,-300.15,21.22,-2307.34,4,176.69,788.17
-233.64,1930.53,3.66,-18.58,29219.79,USA,4000.8,140.76,Very low,513.84,-371.16,-303.5,-16.2,-94.24,-1518.94,-5.76,-1692.35,4.06,-7830.36,8.46,2461.35,2363.5,5.2,-19.77,-12262.64,-2.56,44.4,247.11,9118.38,312.84,8,-368.46,20.14,-822.2,4,134.44,304.97
-289.8,850.26,0.04,-16.46,22354.05,USA,3716.84,357.59,Medium,442.02,-298.89,-632.82,-40.1,15.5,-2372.28,-33.84,5545.02,7.87,-1693.74,-179.14,2389.03,2854.1,1.36,4.41,-8090.33,-25.08,46.77,281.67,18760.66,79.62,3,-222.09,15.22,-1509.96,5,172.87,-118.72
-328.02,1629.12,99.9,-19.12,1594.56,Europe,3813.26,-214.87,High,552.75,-304.65,-1028.79,-53.52,-130.8,-2104.68,-36.34,1164.96,6.07,-1893.74,-24.88,2323.22,2597.32,9.58,-10.14,-10594.5,6.26,37.77,394.68,22172.74,247.83,7,-136.86,9.31,-2122.9,5,185.12,522.06
-183.9,1046.55,1.06,-13.36,4741.95,USA,3421.84,97.41,Low,342.72,-219.54,-426.69,-37.2,-43.54,-2013,-74.82,4619.83,-1.22,-6145.86,-160.5,2986.06,2422.96,0.95,-10.8,-9708.55,-8.12,45.21,354.33,15725,283.86,2,-355.53,17.04,-1609,3,112.72,1151.65
-305.61,2809.5,80.76,-13.14,5124.75,Rest,6138.1,447.23,Very high,83.37,-277.35,-257.49,-35.78,-126.7,-1910.96,-25.35,2562.21,6.11,-8329.46,-34,2381.7,1590.84,11.99,-24.39,-8295.46,-11.92,39.99,238.8,20094.78,196.29,4,-337.86,16.78,-182.8,4,171.75,3818.24
-163.47,1498.92,1.36,-19.32,5236.89,Rest,3756.76,369.33,Very high,454.35,-356.76,-622.66,-19.9,-8.28,-1451.04,-11.49,3242.84,4.44,-19569.1,-75.12,3346.11,3231.04,1.74,2.7,-5311.04,-1.52,49.8,290.73,22452.76,221.49,4,-465.54,19.14,-1164.6,4,195.47,1409.77
-421.62,2274.84,1.68,-21.26,14820.54,UK,2448.1,-93.21,Very high,524.31,-289.68,-687.84,-45.98,5.2,-1757.06,-40.52,-2851.04,0.61,-10632.38,-144.18,2416.33,2693.34,1.44,-0.06,-7972.35,-6.18,61.68,336.84,24169.24,242.37,4,-211.11,19.9,-1069.94,5,146.16,1402.27
-219.09,1993.53,0.06,-27.66,7109.07,Europe,5199.24,7.37,Very high,705.81,-250.26,-1264.8,-30.86,0.7,-1628.36,7.91,3916.24,6.3,-20593.16,-82.38,2418.38,2069,3.3,-6.45,-9506.99,-5.54,39.9,257.43,25652.08,140.94,4,-339.63,21.75,-1194.48,5,165.97,2.18
-242.85,2279.97,0.08,-19.72,4846.71,UK,3613.82,75.09,Very high,470.91,-40.23,-797.36,-47.56,-69.84,-1593.28,-31.96,861.68,0.6,-6591.12,-48.76,2585.08,1842.72,2.42,1.71,-8022.59,-8.16,54.69,162.54,19199.14,415.74,3,-189.84,19.27,-991.74,5,145.75,920.68
-384.42,2639.7,0.16,-32.6,-1272.99,USA,3079.1,-76.37,Very low,448.35,-387.54,-779.67,-34,-43.04,-633.4,-16.43,3477.3,1.91,-15643.72,-164.88,2000.85,2928.98,5.16,-5.67,-9482.95,-5.52,28.56,397.83,26699.6,18,6,-101.34,22.33,-1015.7,5,198.28,-1447.25
-248.91,2472.96,0.04,-18.82,9439.29,UK,3101.7,141.42,Very high,552.06,-229.83,-728.01,-25.1,-76.72,-342.8,12.65,-1767.38,6.55,-3464.86,-40.78,2309.81,2837.56,2.12,7.38,-10498.62,-3.26,46.71,508.35,24305.56,322.23,7,-287.79,8.38,-691.54,3,189.6,1565.41
-239.67,-465,25.04,-17.18,19277.25,Europe,3862.38,-735.62,Very low,465.69,-180.09,-874.52,-29.46,-60.38,-1348.56,-45.31,1483.88,8.81,624.74,-95.46,3366.86,1947.68,8.08,-3.66,-11132.82,21.88,46.71,244.8,26121.4,187.02,4,-162.6,20.55,-1487.7,4,214.02,-21.36
-315.3,2272.14,1.7,-17.28,11269.14,Europe,3608.82,445.29,Medium,453.6,-429.27,-1094.14,-32.68,-70.4,-1558.9,-41.74,2040.47,-0.71,-1393.3,-149.32,2772.05,2076.98,0.76,23.94,-11310.25,-10.9,47.55,146.46,30778.54,300.51,3,-450.09,33.34,-1751.8,5,281.11,706.24
-229.44,3336.03,194.26,-16.96,13064.4,USA,2249.02,159.94,Low,540.24,-300.6,-473.36,-24.96,-58.22,-1198.2,-47.79,517.13,-0.99,-8782.98,-183.2,2348.05,1597.02,5.88,23.34,-10315.41,-7.48,63.81,376.08,10625.18,590.58,5,-348.93,16.19,-1481.24,3,216.23,2326.98
-114.84,1326.63,0.96,-18,4227,Rest,3374.06,-371.57,Low,472.29,-278.22,-342.64,-29.34,-38.56,-1175.06,24.08,2331.97,-2.21,-15060.48,-97.52,1972.44,2215.28,1.17,-6.75,-8693.24,-15.16,44.64,314.82,20387.92,-149.67,9,-305.52,20.09,-1446.86,5,209.7,-122.22
110.61,2011.68,0.02,-22.82,1165.02,UK,5012.26,756.39,Very low,475.77,-219.84,-592.34,-37.58,-7.68,-630.86,8.24,2524.48,5.94,-11427.04,-77,2303.22,2985.42,3.65,-10.23,-4709.78,-2,46.56,246.69,22459.62,302.28,5,-411.75,15.39,-1120.1,3,243.91,-1339.47
-210.99,704.04,1.84,-29.04,13929.78,USA,4698.32,139.56,Low,420.03,-311.28,-1206.02,-41.82,10.88,-1478.26,-24.52,5000.46,3.98,-68.54,-11.5,2764.17,2524.64,4.18,14.7,-5167.82,-5.72,57.99,375.57,21541.84,311.43,6,-67.08,19.97,-1433.98,5,189.39,-1628.67
-84.45,1572.57,0.24,-13.4,4528.23,USA,4063.36,96.67,High,565.98,-167.73,-816.98,-32.5,-91.8,-556.3,-77.83,2815,6.81,-3233.22,-114.08,2569.73,3077.7,7.7,2.55,-8090.31,-25,29.73,343.83,19516.02,52.8,1,-236.1,23.67,-597.8,1,188.5,1969.16
-19.77,1767.33,0.06,-35.68,3909.75,USA,5106.18,-230.24,Very low,407.88,-268.86,-1300.4,-36.14,-115.68,-1784.28,48.17,3815.56,5.53,-3854.8,-73.5,2782.32,3076.54,6.48,-21.39,-8508.21,12.34,38.67,298.41,21937.14,242.58,4,-352.38,22.07,-1304,7,188.57,-2603.93
-271.05,707.88,11.22,-17.28,7694.37,USA,3632.78,402.74,Medium,459.24,-246.69,-824.66,-43.06,-111.26,-1394.04,-30.38,-4317.45,2.54,-10465.7,-40.16,2454.64,2988.94,2.87,-5.04,-11472.27,-35.9,49.53,291.24,3933,227.22,5,-351.84,21.24,-2091.36,4,179.82,910.77
-402.75,1177.41,0.24,-20.88,6296.31,UK,3550,-93.31,Medium,496.23,-189.87,-756.13,-34.2,-174.64,-1448.56,-24.1,3311.2,3.19,-7171,-128.94,2369.92,3884.04,5.36,-4.68,-10230.99,-14.66,36.9,374.01,23593.66,339.12,4,-418.53,21.85,-1375.36,6,131.13,-1074.25
-408.99,1354.62,0.54,-27.46,16206.84,USA,2760.32,132.8,Medium,484.53,-240.42,-563.37,-39.34,-26.06,-1749.02,20.75,3622.87,1.55,-5658.54,-89.56,2395.84,2222.44,10.27,-0.63,-6705.1,-6.7,47.19,426.33,16392.78,261.81,4,-410.04,14.91,-1937.56,3,231.96,-458.82
-247.17,352.41,6.44,-21.92,13807.83,UK,3998.38,143.55,Medium,875.55,-257.07,73.57,-39.94,-61.6,-638.04,1.06,7981.33,1.87,-9813.5,-2.5,1859.32,2674.86,5.54,0,-9299.16,-1.4,58.2,129.96,11683.64,282.72,1,-191.13,14.01,-1305.38,3,256.98,531.69
-195.99,1322.25,1.6,-14.48,10094.43,USA,3544.6,275.1,Medium,620.85,-246.99,-137.37,-28.72,65.72,-2012.2,-58.18,-3174.02,5.47,-6599,-55.72,2407.85,2098.06,5.61,-12.18,-5170.86,-34.32,41.37,310.98,28531.14,261.99,2,-313.95,18.77,-1384.04,4,221.86,891.78
-471.15,2001.72,1.16,-13.46,-826.74,UK,3493.02,17.96,Medium,398.43,-592.71,-447.19,-8.74,-96.18,-1174.9,24.38,591.68,5.57,-18637.92,-60.26,3048.01,2694.38,3.42,-7.17,-12462.45,-4.36,27.21,341.73,10565.56,13.35,0,-386.1,21.06,-1198.56,6,273.32,2386
-163.23,1893.69,2.94,-16.7,6100.35,UK,3503.42,-443.89,Medium,179.13,-270.72,-684.24,-35.34,-77.12,-1943.7,-8.66,3515.52,6.16,-10640.2,-125.68,1753.37,2177.28,9.87,0.78,-8710.89,-18.52,32.16,226.71,21092.88,358.8,3,-574.47,23.87,-1507.36,3,190.87,1850.73
-276.87,3824.43,0.12,-16.7,12083.58,UK,3807.04,-41.3,Very high,520.2,-157.14,-903.86,-44.68,-69.34,-1539.2,-65.09,8077.08,1.47,-7955.14,-115.22,1793.42,2516.84,3.33,-19.2,-11363.42,-12.6,43.23,-155.61,22381.02,187.89,3,-273.54,11.3,-1421.32,5,162.52,2751.64
-322.83,3021.69,0.5,-13.58,8.34,UK,3045.86,664.11,High,647.88,-260.43,-452.98,-42.34,30.54,-1628.8,-7.21,734.4,4.52,-5399.9,-126.04,3778.63,2820.92,0.61,-5.16,-6152.65,-13,60.48,399.99,26071.88,241.05,4,-385.02,18.52,-833.9,4,163.66,2605.55
23.07,1487.31,1.4,-20.8,-2119.62,Rest,4652.6,-16.27,High,275.25,-456.57,-1031.52,-33.42,-9.2,-2148.08,6.83,1014.16,1.26,-9222.72,-128.22,2389.18,2659.92,2.5,5.43,-6880.19,-13.84,50.31,318.78,19215.88,305.85,3,-371.52,19.06,-422.34,4,177.23,761.43
-298.62,963.06,97.04,-24.4,-1973.28,USA,3659.74,28.77,Medium,428.46,-278.25,-445.79,-44.16,-94.18,-979.44,-26.75,5206.49,3.28,-13618.12,-95.02,1946.92,2722.48,8.24,-13.38,-4325.44,-7.12,48.21,236.31,29986.48,245.1,1,-234.84,19.78,-1912.96,5,191.2,181.89
-78.27,1640.43,9.2,-23.42,5664.42,USA,3566.72,219.04,Very low,506.67,-277.35,-104.63,-51.38,-23.98,-838.52,-62.47,-1081.87,6.88,-6891.28,-79.24,2269.97,3997.58,3.11,-7.56,-8103.33,3.16,59.07,368.61,21369.84,130.38,6,-272.58,17.02,-215.82,6,225.53,-634.52
-205.59,2965.62,0.12,-18.32,20084.49,UK,2078.84,243.49,High,426.39,-351.39,-631.39,-45.64,-74.98,-1663.52,10.18,-355.09,1.21,-13685.12,-161.14,2349.88,2016.96,2.95,25.83,-7858.84,3.48,54.48,184.56,18265.44,283.35,6,-234.66,14.21,-1739.64,5,191.57,808.56
-235.35,3483.15,15.88,-16.12,20673.66,UK,3827.24,240.65,Medium,459.93,-258.72,-697.75,-37.26,14.98,-1434.06,-46.4,-355.89,0.18,6483.62,-38.12,2445.95,2246.54,18.06,-24.99,-10711.68,-8.98,62.34,393.27,26511.42,285.18,3,-314.25,16.07,-1379.88,6,198.35,2583.81
-351.54,1992.63,0.08,-16.82,30685.53,USA,3252.4,256.56,High,605.43,-254.4,-486.73,-45.78,-12.06,-437.06,56.76,59.05,5.2,-206.8,-84.38,2250.34,2785.32,1.02,0.36,-8116.1,-14.4,56.61,316.2,18710.7,279.51,1,-393.87,19.86,-1521.84,4,223.17,1174.69
-198.69,1953.84,0.3,-17.1,-4078.98,Europe,3200.82,196.53,Very high,367.23,-177.27,35.69,-29,-7.04,-1596.48,-11.81,1160.27,5.24,-13635.5,-68.58,1484.5,2183.52,3.34,-7.14,-9445.94,-6.66,69.33,295.68,14849.36,169.44,0,-326.01,23.67,-1259,4,174.65,995.52
-191.88,2275.5,12.72,-15.4,7367.19,Rest,4018.36,278.91,Very low,546.06,-316.47,-666.37,-35.74,-83.9,-2507.92,-46.04,418.18,3.64,-23948.68,-22.2,2295.7,2043.42,8.62,-9.63,-9321.9,-7.68,51.9,326.85,19267.84,170.07,5,-337.86,19.61,-1571.82,5,255.74,1203.73
-238.17,1954.8,32.32,-16.02,-192.33,Rest,3369.32,-74.99,Very low,855.78,-152.79,-142.73,-36.36,-113.82,-1027.64,-32.73,3600.61,2.8,-6372.12,-159.86,3507.19,2014.16,1.59,-23.04,-10757.36,-8.12,47.61,344.85,19662.28,130.35,4,-246.18,17.61,-2225.24,9,128.65,112.62
-70.59,2720.73,0.1,-13.36,7524.78,USA,3614.16,419.38,High,292.68,-226.56,-786.41,-41.6,-123.72,-1796.5,-29.06,273.61,-2.37,-17646.76,-123.14,1869.24,2856.2,1.09,-17.28,-6747.8,0.42,46.32,434.46,26605.22,50.28,5,-276.99,16.55,-1446.28,2,197.99,1759.64
-569.52,1187.34,0,-16.82,448.08,Rest,3654.88,296.97,Medium,479.04,-249.33,-821.65,-38,-20.56,-1824.1,25.06,3291.41,6.85,-7060.14,-122.02,2363.22,2356.16,1.02,-12.54,-5876.12,-17.2,47.82,365.97,19405.04,232.89,5,-174.6,23.79,-1964.42,4,191.42,-111.36
-302.97,1940.19,10.64,-21.86,27559.47,UK,3321.72,405.99,Medium,490.62,-254.52,-903.13,-57.54,-65.14,-1180.94,28,1548.23,1.88,-11632.08,-168.88,2300.04,2737.94,2.09,-3.63,-4941.59,-6.08,42.99,331.89,15535.48,318.45,2,-189.03,17.46,-800.92,5,154.08,570.2
-219.48,613.62,0.04,-19.46,7303.02,UK,3100.54,31.71,Medium,487.26,-318.3,-279.02,-41.1,-68.06,-2163.64,-18.67,5775.77,5.22,-7197.64,-111.44,2279.97,2982.54,5.1,-9.6,-7873.6,-7.82,56.07,273.33,19978.72,206.28,3,-260.64,14.42,-1088.02,5,184.98,-1270.4
